timestamp,altitude,course,horizontalAccuracy,latitude,longitude,rawSpeed
2013-12-22 19:37:22.756 +0000,217,178.231613,5,42.418016,-85.862684,26.560534
2013-12-22 19:37:24.676 +0000,218,178.231613,5,42.417553,-85.862695,26.088856
2013-12-22 19:37:26.678 +0000,218,179.191208,5,42.417078,-85.862671,25.83149
2013-12-22 19:37:27.680 +0000,218,179.360474,5,42.416846,-85.862665,25.783901
2013-12-22 19:37:28.681 +0000,218,180,5,42.41662,-85.862668,25.761812
2013-12-22 19:37:30.691 +0000,218,180.703125,5,42.416155,-85.862676,25.853903
2013-12-22 19:37:32.712 +0000,219,177.890625,5,42.415662,-85.862656,26.51717
2013-12-22 19:37:34.707 +0000,220,177.1875,5,42.415198,-85.862625,25.838331
2013-12-22 19:37:36.691 +0000,223,179.396088,5,42.414693,-85.862633,25.77548
2013-12-22 19:37:38.675 +0000,223,179.396088,5,42.414208,-85.862626,26.46172
2013-12-22 19:37:39.677 +0000,223,179.396088,5,42.413961,-85.862616,26.478615
2013-12-22 19:37:40.677 +0000,223,179.396088,5,42.413737,-85.86261,26.479895
2013-12-22 19:37:41.685 +0000,223,179.396088,5,42.413511,-85.862602,26.202618
2013-12-22 19:37:42.691 +0000,222,179.396088,5,42.413281,-85.862609,25.599298
2013-12-22 19:37:44.679 +0000,223,179.396088,5,42.412772,-85.86265,26.114157
2013-12-22 19:37:45.714 +0000,223,179.396088,5,42.412495,-85.862671,27.120016
2013-12-22 19:37:46.773 +0000,221,179.396088,5,42.412254,-85.862643,27.194218
2013-12-22 19:37:48.677 +0000,220,179.396088,5,42.411771,-85.862605,26.823772
2013-12-22 19:37:49.700 +0000,220,179.396088,5,42.411521,-85.862608,26.82028
2013-12-22 19:37:50.701 +0000,220,179.396088,5,42.411284,-85.862602,26.829262
2013-12-22 19:37:51.995 +0000,219,179.396088,5,42.411031,-85.862607,27.064796
2013-12-22 19:37:53.670 +0000,219,179.396088,5,42.410543,-85.86259,27.277359
2013-12-22 19:37:54.682 +0000,219,179.396088,5,42.410318,-85.862562,27.289049
2013-12-22 19:37:55.691 +0000,218,179.396088,5,42.410075,-85.862534,26.66116
2013-12-22 19:37:57.739 +0000,219,179.396088,5,42.409569,-85.862516,26.833029
2013-12-22 19:37:59.822 +0000,219,179.396088,5,42.409058,-85.862494,28.015526
2013-12-22 19:38:01.670 +0000,220,179.396088,5,42.408529,-85.862437,28.069639
2013-12-22 19:38:02.678 +0000,220,179.396088,5,42.408234,-85.86245,28.550774
2013-12-22 19:38:04.729 +0000,219,179.396088,5,42.407767,-85.862473,29.399632
2013-12-22 19:38:06.660 +0000,219,179.396088,5,42.407251,-85.862476,27.811152
2013-12-22 19:38:07.673 +0000,220,179.406815,5,42.407011,-85.862462,27.782337
2013-12-22 19:38:08.678 +0000,219,179.406815,5,42.40677,-85.862455,27.096111
2013-12-22 19:38:09.730 +0000,219,179.406815,5,42.406517,-85.862442,27.044077
2013-12-22 19:38:11.677 +0000,220,179.406815,5,42.406029,-85.862438,27.676165
2013-12-22 19:38:12.732 +0000,221,179.406815,5,42.405771,-85.862427,27.596247
2013-12-22 19:38:13.820 +0000,221,179.406815,5,42.405514,-85.862429,27.497501
2013-12-22 19:38:15.832 +0000,222,179.406815,5,42.405012,-85.862441,27.471447
2013-12-22 19:38:17.720 +0000,221,179.406815,5,42.404519,-85.862467,27.368279
2013-12-22 19:38:18.726 +0000,221,179.503113,5,42.404272,-85.862471,27.258932
2013-12-22 19:38:20.686 +0000,221,179.503113,5,42.403776,-85.862469,27.250053
2013-12-22 19:38:21.706 +0000,221,179.503113,5,42.403542,-85.862469,27.009407
2013-12-22 19:38:22.720 +0000,220,179.503113,5,42.4033,-85.862455,26.769457
2013-12-22 19:38:24.679 +0000,220,179.269379,5,42.402807,-85.862417,26.962137
2013-12-22 19:38:26.695 +0000,220,179.269379,5,42.402308,-85.862373,27.019669
2013-12-22 19:38:27.747 +0000,220,179.269379,5,42.402064,-85.862348,27.010702
2013-12-22 19:38:29.678 +0000,219,177.539062,5,42.401565,-85.862331,26.870859
2013-12-22 19:38:30.710 +0000,219,177.890625,5,42.401323,-85.862315,26.944151
2013-12-22 19:38:31.736 +0000,220,177.1875,5,42.401051,-85.862312,27.088423
2013-12-22 19:38:33.694 +0000,222,179.502243,5,42.400579,-85.862315,28.302694
2013-12-22 19:38:35.735 +0000,222,179.502243,5,42.400142,-85.862347,26.188646
2013-12-22 19:38:37.687 +0000,222,179.441055,5,42.39965,-85.862326,25.586212
2013-12-22 19:38:39.731 +0000,223,181.757812,5,42.399212,-85.862367,25.222731
2013-12-22 19:38:42.682 +0000,227,180,5,42.398495,-85.862445,26.353378
2013-12-22 19:38:43.691 +0000,228,179.426758,5,42.398254,-85.862443,24.648825
2013-12-22 19:38:45.692 +0000,228,179.426758,5,42.397812,-85.862417,24.476078
2013-12-22 19:38:46.738 +0000,228,179.426758,5,42.397581,-85.862401,24.41135
2013-12-22 19:38:48.680 +0000,228,179.977127,5,42.397136,-85.862394,24.405645
2013-12-22 19:38:50.702 +0000,228,179.977127,5,42.396689,-85.862416,23.952576
2013-12-22 19:38:51.711 +0000,230,179.977127,10,42.396416,-85.86244,24.338551
2013-12-22 19:38:53.667 +0000,230,179.977127,10,42.395885,-85.862488,28.163874
2013-12-22 19:38:54.677 +0000,231,179.977127,10,42.395631,-85.862489,28.312939
